01/22/2015-09:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-09:55:46.050200  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.050200  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.050208  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.050208  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.051369  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.051379  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.053257  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.053257  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.053268  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.053268  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.053373  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.053379  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.054375  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.054384  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.058217  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.058217  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.230831  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.3:18473
01/22/2015-09:55:46.058222  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.058222  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.058292  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.058296  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.059300  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.059305  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.062209  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.062209  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.062213  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.062213  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.062278  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.062282  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.064288  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.064293  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.065351  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.065361  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.066200  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.066200  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.066208  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.066208  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.067285  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.067288  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.069246  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.069246  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.069255  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.069255  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.069364  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.069370  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.070397  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.070409  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.071238  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.071238  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.071247  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.071247  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.071373  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.071379  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.073380  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.073391  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.074360  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.074371  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.074495  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.074495  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.074500  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.074500  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.075454  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.075463  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.076247  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.076247  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.076256  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.076256  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.076365  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.076371  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.078379  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.078391  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.079246  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.079246  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.079254  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.079254  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.079359  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.079365  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.080377  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.080390  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.081246  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.081246  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.081254  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.081254  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.081359  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.081365  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.083377  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.083390  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.084246  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.084246  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.084254  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.084254  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.113895  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.113904  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.114685  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.114694  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.115376  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.115386  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.116194  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.116194  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.116202  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.116202  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.117385  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.117395  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.117400  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.117401  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.117624  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.117624  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.117629  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.117629  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.118491  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.118502  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.120375  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.120387  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.121414  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.121426  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.122249  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.122249  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.122257  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.122257  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.122372  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.122378  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.123372  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.123382  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.125243  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.125243  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.125254  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.125254  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.125378  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
